DF#,City,County,State,TweetLoc,RatioFuzzy
6093,,,, ,
6094,,,, ,
6095,whiteville,columbus,north carolina, columbus oh,92
6096,vail,eagle,colorado, colorado usa,82
6097,delray beach,palm beach,florida, delray beach fl,88
6098,mount hood parkdale,hood river,oregon, ohio probably,57
6099,panama city,bay,florida, panama city florida,80
6100,,,, ,
6101,stuart,martin,florida, miami florida usa,73
6102,,,, ,
6103,truckee,nevada,california, california ,96
6104,,,, ,
6105,kodiak,kodiak island,alaska, sodak,67
6106,palmdale,los angeles,california, ios angeles,92
6107,,,, ,
6108,starbuck,columbia,washington, columbia sc,83
6109,weiser,washington,idaho, washington dc,93
6110,new rochelle,westchester,new york, new rochelle ny,81
6111,reno,washington,ohio, washington heights manhattan,70
6112,,,, ,
6113,knoxville,knox,illinois, knoxville tn,85
6114,new ulm,austin,texas, austin tx,90
6115,anchorage,anchorage,alaska, nyc,75
6116,,,, ,
6117,palmdale,los angeles,california, los angeles ca,100
6118,valley springs,calaveras,california, probably crying over cats ,56
6119,,,, ,
6120,briscoe,wheeler,texas, somewhere over the rainbow,62
6121,wooldridge,cooper,missouri, worldwide,70
6122,beatrice,gage,nebraska, electric avenue,63
6123,el paso,el paso,texas, texas,100
6124,north little rock,pulaski,arkansas, north little rock ar,86
6125,san marcos,san diego,california, san marcos tx,79
6126,,,, ,
6127,park city,summit,utah, park city ut,85
6128,green river,sweetwater,wyoming, everywhere,64
6129,la pine,deschutes,oregon, pune ,83
6130,,,, ,
6131,ingram,kerr,texas, snapchat/instagram: eleids,59
6132,cashmere,chelan,washington, here,80
6133,comanche,stephens,oklahoma, check the band room,60
6134,ebeye,marshall islands,marshall islands, mars,100
6135,,,, ,
6136,,,, ,
6137,weiser,washington,idaho, washington dc,93
6138,scottsdale,maricopa,arizona, scottsdale az • philly pa,58
6139,,,, ,
6140,,,, ,
6141,,,, ,
6142,palmdale,los angeles,california, los angeles ca,100
6143,,,, ,
6144,,,, ,
6145,la canada flintridge,los angeles,california, la cañada flintridge,90
6146,cashmere,chelan,washington, here,80
6147,,,, ,
6148,wilder,overton,tennessee, tennessee usa,83
6149,,,, ,
6150,pago pago,american samoa,american samoa, america,100
6151,kosrae,federated states of micro,micronesia, united states,71
6152,port washington,tuscarawas,ohio, washington [usa],88
6153,,,, ,
6154,chicago park,nevada,california, chicago burbs usa,61
6155,kosrae,federated states of micro,micronesia, united states,71
6156,burney,shasta,california, ny usa,71
6157,elmira,chemung,new york, new york,100
6158,point baker,prince of wales hyder,alaska, az,67
6159,chicago park,nevada,california, chicago burbs usa,61
6160,wilder,overton,tennessee, tennessee,100
6161,denver,denver,colorado, denver co,100
6162,north chicago,lake,illinois, chicago il,91
6163,,,, ,
6164,wales,sanpete,utah, 3498 miles se of dutch harbor,56
6165,tinian,northern mariana islands,northern marianas, where marijuana is legalized,62
6166,,,, ,
6167,pago pago,american samoa,american samoa, america,100
6168,grover beach,san luis obispo,california, st louis mo,75
6169,new orleans,orleans,louisiana, new orleans,92
6170,ratcliff,houston,texas, houston tx,91
6171,,,, ,
6172,rising sun,ohio,indiana, ohio,100
6173,schell city,vernon,missouri, the dirty bronx ,65
6174,halliday,dunn,north dakota, way up north,77
6175,pampa,gray,texas, tampa bay ,73
6176,suburb maryland fac,montgomery,maryland, maryland usa,85
6177,warne,clay,north carolina, north carolina usa,88
6178,,,, ,
6179,,,, ,
6180,battle creek,madison,nebraska, battle creek mi,88
6181,sierraville,sierra,california, realville usa ,73
6182,kosrae,federated states of micro,micronesia, united states of america,72
6183,mobile,mobile,alabama, mobile al,100
6184,new london,rusk,texas, london,100
6185,,,, ,
6186,,,, ,
6187,,,, ,
6188,,,, ,
6189,,,, ,
6190,appalachia,wise,virginia, 1896 farm appalachia nw pa,70
6191,silverton,briscoe,texas, frisco tx,80
6192,kosrae,federated states of micro,micronesia, united states,71
6193,,,, ,
6194,north las vegas,clark,nevada, las vegas nv,85
6195,,,, ,
6196,deweyville,newton,texas, newtown ct,82
6197,pago pago,american samoa,american samoa, america,100
6198,trementina,san miguel,new mexico, new mexico usa,85
6199,,,, ,
6200,eva,benton,tennessee, beanstationtennessee,77
6201,,,, ,
6202,igo,shasta,california, california:republic,71
6203,,,, ,
6204,,,, ,
6205,eagleville,modoc,california, realville  ,75
6206,north las vegas,clark,nevada, las vegas nv,85
6207,,,, ,
6208,green river,sweetwater,wyoming, everywhere,64
6209,,,, ,
6210,jonesville,yadkin,north carolina, yinz know,70
6211,,,, ,
6212,san jose,santa clara,california, san jose ca,83
6213,colorado springs,el paso,colorado, colorado springs co,85
6214,,,, ,
6215,,,, ,
6216,,,, ,
6217,,,, ,
6218,,,, ,
6219,weston,webster,georgia, register georgia,85
6220,truckee,nevada,california, nevada usa,82
6221,,,, ,
6222,,,, ,
6223,springfield,greene,missouri, missouri usa,82
6224,,,, ,
6225,,,, ,
6226,yeoman,carroll,indiana, indiana,100
6227,telferner,victoria,texas, vt/ct,67
6228,,,, ,
6229,springfield,greene,missouri, missouri,100
6230,liberal,seward,kansas, liberal in red state,63
6231,girard,kent,texas, sargent texas,79
6232,dutch harbor,aleutians west,alaska, west coast,73
6233,atlanta,dekalb,georgia, georgia,100
6234,,,, ,
6235,new salem,morton,north dakota, salem oregon ,86
6236,arlington,washington,nebraska, arlington wa,92
6237,south pasadena,los angeles,california, asia,80
6238,whitewater,butler,kansas, butler pa,90
6239,mid florida,seminole,florida, florida usa,83
6240,,,, ,
6241,,,, ,
6242,kosrae,federated states of micro,micronesia, united states,71
6243,birmingham,oakland,michigan, birmingham alabama,74
6244,,,, ,
6245,south jordan,salt lake,utah, the world at large. ,67
6246,san antonio,bexar,texas, san antonio tx,87
6247,kosrae,federated states of micro,micronesia, united states,71
6248,pine,gila,arizona, da hood whippin hilaryclinton,65
6249,north las vegas,clark,nevada, las vegas nv,85
6250,north augusta,aiken,south carolina, north augusta sc,82
6251,mountain rest,oconee,south carolina, mountain west,86
6252,rock island,rock island,illinois, rock island ,100
6253,canton,van zandt,texas, los santos san andreas w/ cj ,64
6254,skagway,skagway,alaska, usa,75
6255,,,, ,
6256,palmdale,los angeles,california, los angeles ca,100
6257,truckee,nevada,california, california,100
6258,la mesa,san diego,california, mesa az,88
6259,new york,new york,new york, new york ny,92
6260,,,, ,
6261,quay,quay,new mexico, new mexico/georgia,73
6262,south pasadena,los angeles,california, pasadena ca,83
6263,wooldridge,cooper,missouri, worldwide,70
6264,skagway,skagway,alaska, usa,75
6265,stamford,fairfield,connecticut, connecticut usa,86
6266,grace city,foster,north dakota, cuba of the north,67
6267,jersey city,hudson,new jersey, jersey city nj usa,74
6268,branchville,orangeburg,south carolina, oreburgh sinnoh ,71
6269,kosrae,federated states of micro,micronesia, united states,71
6270,mesa,franklin,washington, frans,83
6271,hunter,greene,new york, gather refugee #cruz #cruz2016,50
6272,scotts valley,santa cruz,california, scottsdale az usa,67
6273,trementina,san miguel,new mexico, puebla méxico,64
6274,issaquah,king,washington, issaquah wa,75
6275,new boston,mercer,illinois, boston ma,90
6276,elmira,chemung,new york, new york,100
6277,crawford,lowndes,mississippi, wordlwide,70
6278,american canyon,napa,california, american canyon ca,89
6279,arlington heights,cook,illinois, right here right now.,59
6280,west liberty,ohio,west virginia, ohio usa,78
6281,,,, ,
6282,east pittsburgh,allegheny,pennsylvania, pittsburgh pa,93
6283,mid florida,seminole,florida, florida usa,83
6284,,,, ,
6285,wilder,overton,tennessee, tennessee usa,83
6286,new ulm,austin,texas, austin texas,100
6287,apo,nan, , halifax canada | ???????·???,56
6288,swanlake,bannock,idaho, bangkok,75
6289,fpo,nan, , iphone: 47.5330358.474716,44
6290,,,, ,
6291,lake in the hills,mchenry,illinois, the whorl,70
6292,vina,tehama,california, tampa bay,70
6293,lehighton,carbon,pennsylvania, lehightonpa,83
6294,,,, ,
6295,,,, ,
6296,brookesmith,brown,texas, the brownstone,67
6297,stoughton,dane,wisconsin, stoughton ma,85
6298,granger,sweetwater,wyoming, southeastern wyoming,75
6299,ventnor city,atlantic,new jersey, aztlán,71
6300,palmdale,los angeles,california, los angeles,100
6301,lower salem,washington,ohio, seattle washington,84
6302,arch cape,clatsop,oregon, ca,100
6303,west new york,hudson,new jersey, new york usa,85
6304,midway,wasatch,utah, milky way galaxy earth,53
6305,,,, ,
6306,,,, ,
6307,,,, ,
6308,florissant,teller,colorado, florissant co,79
6309,chelsea,tama,iowa, where he leads me i follow ?,59
6310,phoenix,jackson,oregon, phoenix az,82
6311,new salem,morton,north dakota, salem or,89
6312,west nyack,rockland,new york, nyc!,80
6313,oak grove,carroll,arkansas, #foreverroyal,57
6314,roy,weber,utah, like visa everywhere u wanna b,57
6315,hale center,hale,texas, rural central texas,75
6316,westport point,bristol,massachusetts, peabody massachusetts,77
6317,philadelphia,philadelphia,pennsylvania, paris tn/philadelphia pa,68
6318,,,, ,
6319,victoria,ellis,kansas, victoria falls zimbabwe la ca,67
6320,new york,new york,new york, new york ny,92
6321,white earth,mountrail,north dakota, earth,100
6322,north miami,ottawa,oklahoma, miami,100
6323,,,, ,
6324,,,, ,
6325,knoxville,knox,illinois, knoxville tn,85
6326,,,, ,
6327,call,newton,texas, small town texas,81
6328,sanford,york,maine, 500ft agl and you're jumping,61
6329,west liberty,ohio,west virginia, ohio usa,78
6330,mc clave,bent,colorado, bennett colorado,82
6331,ace,polk,texas, virtual stock exchange,57
6332,mad river,trinity,california, over it,75
6333,monon,white,indiana, london [united kingdom],63
6334,monon,white,indiana, london [united kingdom],63
6335,nederland,boulder,colorado, nederland,90
6336,hendersonville,henderson,north carolina, henderson nv,92
6337,detroit,marion,oregon, detroit,88
6338,neosho,dodge,wisconsin, news.google.com/news?q=*,50
6339,cedar valley,utah,utah, valley of the sun - az - usa,59
6340,,,, ,
6341,warne,clay,north carolina, north carolina usa,88
6342,eugene,cole,missouri, eugene or,80
6343,half moon bay,san mateo,california, half moon bay ca usa 94019,67
6344,skagway,skagway,alaska, usa,75
6345,kosrae,federated states of micro,micronesia, united states,71
6346,port hueneme,ventura,california, port hueneme,92
6347,san diego,san diego,california, san diego ca,100
6348,rochester,thurston,washington, rochester ny usa,71
6349,,,, ,
6350,arlington,tarrant,texas, arlington tx,85
6351,kosrae,federated states of micro,micronesia, united states of america,72
6352,silver bay,warren,new york, sag harbor new york,75
6353,kosrae,federated states of micro,micronesia, upstate ny,64
6354,west brooklyn,lee,illinois, brooklyn ny,83
6355,michigan center,jackson,michigan, michigan #nra #tcot #pjnet ,57
6356,,,, ,
6357,miami,miami,indiana, sironjlaterividisha mp india,61
6358,asotin,asotin,washington, washington d.c.,81
6359,,,, ,
6360,,,, ,
6361,elmira,chemung,new york, new york city,78
6362,,,, ,
6363,bloomburg,cass,texas, bloomsburg pa,79
6364,,,, ,
6365,whittier,valdez cordova,alaska, world,67
6366,glendale,maricopa,arizona, glendale ca,83
6367,toivola,houghton,michigan, southern michigan,78
6368,,,, ,
6369,sutter,sutter,california, socialist state of california ,75
6370,,,, ,
6371,kosrae,federated states of micro,micronesia, united states,71
6372,auburn,placer,california, auburn al,80
6373,warne,clay,north carolina, north carolina usa,88
6374,bemidji,beltrami,minnesota, bemidji mn,73
6375,,,, ,
6376,cincinnati,hamilton,ohio, cincinnati oh,86
6377,sikes,winn,louisiana, louisiana usa,83
6378,maple falls,whatcom,washington, naples fl usa,64
6379,silver spring,montgomery,maryland, in front of my mac,63
6380,skagway,skagway,alaska, usa,75
6381,calumet,canadian,oklahoma, alberta canada.,69
6382,iola,waupaca,wisconsin, wisconsin,100
6383,reading,berks,pennsylvania, pennsylvania usa,87
6384,el paso,el paso,texas, texas,100
6385,,,, ,
6386,kittery point,york,maine, in your mind,77
6387,olin,jones,iowa, solo-indonesia,71
6388,california,saint marys,maryland, california usa,87
6389,sterling,sanpete,utah, traveling usa,64
6390,,,, ,
6391,elmira,chemung,new york, new york,100
6392,jesup,wayne,georgia, g_e_o_r_g_i_a,62
6393,,,, ,
6394,kosrae,federated states of micro,micronesia, united states,71
6395,ponce de leon,stone,missouri, de. bklyn ny,62
6396,ironton,lawrence,ohio, budapest toronto ny la tokyo,63
6397,perrin,jack,texas, dki jakarta,58
6398,perrin,jack,texas, dki jakarta,58
6399,white earth,mountrail,north dakota, earth,100
6400,,,, ,
6401,san francisco,san francisco,california, san francisco ca,100
6402,north miami,ottawa,oklahoma, miami,100
6403,,,, ,
6404,grafton,jersey,illinois, proud jersey girl,67
6405,pago pago,american samoa,american samoa, ameritopia ,67
6406,yeoman,carroll,indiana, india,100
6407,belle plaine,sumner,kansas, blue planet,75
6408,truckee,nevada,california, california,100
6409,reading,berks,pennsylvania, pennsylvania usa,87
6410,los alamos,los alamos,new mexico, global,71
6411,asotin,asotin,washington, washington d.c.,81
6412,atlanta,cass,texas, atlanta ga,82
6413,north highlands,sacramento,california, thailand,78
6414,tsaile,apache,arizona, arizona,100
6415,arch cape,clatsop,oregon, ca,100
6416,,,, ,
6417,,,, ,
6418,klamath,del norte,california, norcal for now...,63
6419,,,, ,
6420,the rock,upson,georgia, the roc ,89
6421,,,, ,
6422,natchitoches,natchitoches,louisiana, louisiana,100
6423,englewood cliffs,bergen,new jersey, englewood cliffs nj,85
6424,,,, ,
6425,midwest,natrona,wyoming, midwest,88
6426,howard,knox,ohio, howwudiknow itsadarktower,56
6427,folsom,saint tammany,louisiana, from: upstate ny. lives in pa.,57
6428,pago pago,american samoa,american samoa, america,100
6429,vina,tehama,california, tampa bay,70
6430,weiser,washington,idaho, washington dc,93
6431,wilder,overton,tennessee, tennessee usa,83
6432,melrose,paulding,ohio, somewhere reading a book ,62
6433,springfield,greene,missouri, missouri,100
6434,new york,new york,new york, new york ,100
6435,blairsden-graeagle,plumas,california,-104.373165,9
6436,royse city,rockwall,texas, royse city tx,79
6437,palo alto,santa clara,california, palo alto ca,85
6438,iola,waupaca,wisconsin, wisconsin,100
6439,,,, ,
6440,helen,white,georgia, where in the world are we?,58
6441,port aransas,nueces,texas, panya's news updates,62
6442,ester,fairbanks north star,alaska, terra firma,67
6443,,,, ,
6444,,,, ,
6445,oregon,dane,wisconsin, oregon & newfoundland,62
6446,lewis,cass,iowa, blue oasis in a sea of red,60
6447,,,, ,
6448,westfall,malheur,oregon, oregon,100
6449,,,, ,
6450,weiser,washington,idaho, washington dc ,87
6451,garland,dallas,texas, rio grande valley texas,75
6452,,,, ,
6453,,,, ,
6454,,,, ,
6455,gold hill,jackson,oregon, philly ,75
6456,,,, ,
6457,encino,torrance,new mexico, torrance ca,83
6458,newalla,cleveland,oklahoma, la - cleveland,80
6459,lake huntington,sullivan,new york, long island new york,78
6460,cardiff by the sea,san diego,california, the wasteland,71
6461,south san francisco,san mateo,california, south africa,77
6462,reading,berks,pennsylvania, pennsylvania,100
6463,new boston,mercer,illinois, boston ma,90
6464,la mesa,san diego,california, mesa az,88
6465,,,, ,
6466,wendover,tooele,utah, tooele ut,100
6467,shade,athens,ohio, columbus oh - athens oh ,71
6468,el paso,el paso,texas, texas,100
6469,kosrae,federated states of micro,micronesia, united states,71
6470,,,, ,
6471,pago pago,american samoa,american samoa, america,100
6472,watts,adair,oklahoma, oklahoma usa,82
6473,manvel,brazoria,texas, brazos valley texas,74
6474,white earth,mountrail,north dakota, earth,100
6475,hunter,greene,new york, gather refugee #cruz #cruz2016,50
6476,elmira,chemung,new york, new york,100
6477,,,, ,
6478,tinian,northern mariana islands,northern marianas, nowhere,75
6479,,,, ,
6480,mid florida,seminole,florida, florida usa,83
6481,indianapolis,marion,indiana, indianapolis,92
6482,ratcliff,houston,texas, houston tx,91
6483,land o lakes,vilas,wisconsin, land o lakes fl,88
6484,,,, ,
6485,wright city,warren,missouri, warped tour 2005,55
6486,,,, ,
6487,auke bay,juneau,alaska, bay area ca ,69
6488,,,, ,
6489,philadelphia,marion,missouri, greater philadelphia area pa,67
6490,west chicago,dupage,illinois, chicago,100
6491,ramsey,harrison,indiana, anderson indiana,82
6492,,,, ,
6493,palmdale,los angeles,california, los angeles ca,100
6494,fort worth,tarrant,texas, fort worth tx,86
6495,,,, ,
6496,miami,colfax,new mexico, miami fl,78
6497,watton,baraga,michigan, michigan usa,82
6498,,,, ,
6499,leming,atascosa,texas, ig: casualcorpses,56
6500,york new salem,york,pennsylvania, york pennsylvania usa,90
6501,york new salem,york,pennsylvania, york pennsylvania usa,90
6502,la quinta,riverside,california, russian river appellation,62
6503,,,, ,
6504,ty ty,tift,georgia, georgia usa,80
6505,california,saint marys,maryland, california usa,87
6506,,,, ,
6507,weiser,washington,idaho, washington dc,93
6508,sikes,winn,louisiana, louisiana usa,83
6509,,,, ,
6510,cabool,texas,missouri, texas usa,80
6511,,,, ,
6512,cisco,grand,utah,  athanasius contra mundum,56
6513,mid florida,seminole,florida, florida usa,83
6514,watton,baraga,michigan, michigan usa,82
6515,ketchikan,ketchikan gateway,alaska, .,50
6516,,,, ,
6517,glen oaks,queens,new york, sunshine coast queensland. oz,63
6518,highland park,lake,illinois, highland park tx,82
6519,,,, ,
6520,,,, ,
6521,nashville,kingman,kansas, nashville tn,85
6522,miami,colfax,new mexico, miami fl,78
6523,scipio,millard,utah, clio mi,75
6524,new orleans,orleans,louisiana, new orleans,92
6525,,,, ,
6526,miami,colfax,new mexico, miami fl,78
6527,ketchikan,ketchikan gateway,alaska, .,50
6528,west chicago,dupage,illinois, chicago,100
6529,,,, ,
6530,cohasset,itasca,minnesota, cohasset mass,79
6531,,,, ,
6532,philadelphia,marion,missouri, greater philadelphia area pa,67
6533,tulsa,tulsa,oklahoma, usa..,67
6534,la crescenta,los angeles,california, resident of planet earth,60
6535,,,, ,
6536,,,, ,
6537,,,, ,
6538,south lake tahoe,el dorado,california, south lake tahoe ca,85
6539,georgetown,cecil,maryland, maryland,100
6540,,,, ,
6541,lometa,lampasas,texas, tampa,83
6542,,,, ,
6543,kosrae,federated states of micro,micronesia, united states,71
6544,takoma park,montgomery,maryland, takoma park md,87
6545,,,, ,
6546,reading,berks,pennsylvania, pennsylvania usa,87
6547,,,, ,
6548,white earth,mountrail,north dakota, earth,100
6549,,,, ,
6550,yemassee,hampton,south carolina, south carolina,100
6551,palmdale,los angeles,california, los angeles,100
6552,smith river,del norte,california, northridge calif,71
6553,,,, ,
6554,asotin,asotin,washington, washington d.c.,81
6555,san jose,santa clara,california, san jose ca,83
6556,aiken,floyd,texas, florida & texas,79
6557,,,, ,
6558,,,, ,
6559,wheeling,livingston,missouri, wheeling wv,83
6560,weiser,washington,idaho, washington dc,93
6561,reading,berks,pennsylvania,  pennsylvania,93
6562,weiser,washington,idaho, washington dc,93
6563,racine,meigs,ohio, this place is not my home,59
6564,weiser,washington,idaho, washington dc,93
6565,,,, ,
6566,,,, ,
6567,souderton,montgomery,pennsylvania, souderton pa,77
6568,southwest harbor,hancock,maine, southwest ohio,80
6569,cranston,providence,rhode island, rhode island usa,87
6570,new lexington,perry,ohio, lexington ky,85
6571,menlo park,san mateo,california, pakistan,78
6572,west peterborough,hillsborough,new hampshire, hillsborough nj,94
6573,,,, ,
6574,new philadelphia,tuscarawas,ohio, philadelphia,100
6575,amelia,saint mary,louisiana, mikasa is my wife,56
6576,lemmon,perkins,south dakota, bloemfontein; south africa,65
6577,sumner,oxford,maine, texas-corner of mayhem+bedlam,58
6578,las vegas,clark,nevada, vegas baby!!! :),53
6579,douds,van buren,iowa, proud auburn tiger. war eagle!,65
6580,,,, ,
6581,mid florida,seminole,florida, florida usa,83
6582,big bear city,san bernardino,california, brew city usa,79
6583,carbondale,lackawanna,pennsylvania, carbondale il,86
6584,newalla,cleveland,oklahoma, cleveland oh,92
6585,cincinnati,hamilton,ohio, cincinnati oh (mount auburn),67
6586,rio grande city,starr,texas, rapid city sd,79
6587,,,, ,
6588,,,, ,
6589,white pine,ontonagon,michigan, michigan,100
6590,ketchikan,ketchikan gateway,alaska, ?,50
6591,,,, ,
6592,burlington,kane,illinois, burlington vt/willingboro nj,71
6593,jacksonville,saint johns,florida, sunny south florida,70
6594,el paso,el paso,texas, texas,100
6595,yarmouth,des moines,iowa, des moine iowa,93
6596,,,, ,
6597,reading,berks,pennsylvania, pennsylvania usa,87
6598,little america,sweetwater,wyoming, america ,100
6599,abbotsford,clark,wisconsin, abbotsford b.c.,75
6600,,,, ,
6601,el paso,el paso,texas, texas,100
6602,warne,clay,north carolina, north carolina,100
6603,,,, ,
6604,elmira,chemung,new york, new york,100
6605,ketchikan,ketchikan gateway,alaska, uk,67
6606,yemassee,hampton,south carolina, south carolina,100
6607,,,, ,
6608,,,, ,
6609,spring city,rhea,tennessee, keeping it real,69
6610,,,, ,
6611,,,, ,
6612,providence,providence,rhode island, rhode island,100
6613,,,, ,
6614,,,, ,
6615,kosrae,federated states of micro,micronesia, united states,71
6616,sumpter,baker,oregon, trump territories,56
6617,homosassa,citrus,florida, central florida,77
6618,zeigler,franklin,illinois, ill,100
6619,bronte,coke,texas, deep in the ?? of texas ,65
6620,north manchester,wabash,indiana, manchester,100
6621,warrens,monroe,wisconsin, howards grove wisconsin usa,75
6622,atlanta,cass,texas, atlanta ga,82
6623,south charleston,clark,ohio, charleston sc,93
6624,noma,holmes,florida, in a fox hole-i follow back,58
6625,virginia,saint louis,minnesota, virginia usa,85
6626,whittier,valdez cordova,alaska, whittier ca.,77
6627,watton,baraga,michigan, michigan usa,82
6628,saint edward,boone,nebraska, boone nc,89
6629,laings,monroe,ohio, land of free / home of brave.,56
6630,,,, ,
6631,madison lake,blue earth,minnesota, lives on planet earth,64
6632,,,, ,
6633,,,, ,
6634,whitefish,flathead,montana, montana,100
6635,myrtle point,coos,oregon, poconos usa,67
6636,california,saint marys,maryland, california usa,87
6637,,,, ,
6638,virginia,saint louis,minnesota, virginia usa,85
6639,watton,baraga,michigan, michigan usa,82
6640,,,, ,
6641,west brooklyn,lee,illinois, brooklyn ny,83
6642,bloomingdale,chatham,georgia, alpharetta georgia,74
6643,metaline falls,pend oreille,washington, fl ,75
6644,denali national park,denali,alaska, pa ,75
6645,palm harbor,pinellas,florida, palm harbor fl,80
6646,tsaile,apache,arizona, arizona,100
6647,,,, ,
6648,scotts valley,santa cruz,california, scottsdale az usa,67
6649,phoenix,jackson,oregon, phoenix az,82
6650,new england,hettinger,north dakota, england,100
6651,,,, ,
6652,vail,eagle,colorado, colorado,100
6653,flagtown,somerset,new jersey, elizabeth new jersey,73
6654,cabool,texas,missouri, texas usa,80
6655,new virginia,warren,iowa, virginia,100
6656,federal way,king,washington, federal way wa,80
6657,montevideo,chippewa,minnesota, montevideo,91
6658,,,, ,
6659,louisville,clay,illinois, louisville ky.,80
6660,onego,pendleton,west virginia, west virginia usa,88
6661,la push,clallam,washington, u.s.,60
6662,seeley lake,missoula,montana, missoula mt,92
6663,,,, ,
6664,sayner,vilas,wisconsin, sane part wis-con (donor)-sin,64
6665,,,, ,
6666,atlanta,cass,texas, atlanta ga,82
6667,virginia,saint louis,minnesota, virginia usa,85
6668,new ulm,austin,texas, austin tx,90
6669,,,, ,
6670,tyrone,texas,oklahoma, texas ,100
6671,vernon center,blue earth,minnesota, planet earth,69
6672,palmdale,glades,florida, naples florida  ,75
6673,,,, ,
6674,palmdale,los angeles,california, los angeles california,100
6675,skagway,skagway,alaska, usa,75
6676,columbia,lexington,south carolina, lexington north carolina,92
6677,,,, ,
6678,,,, ,
6679,,,, ,
6680,bonita springs,lee,florida, yulee florida,86
6681,shepherd,san jacinto,texas, shanghai,67
6682,ketchikan,ketchikan gateway,alaska, al,100
6683,,,, ,
6684,nashville,howard,arkansas, nashville ,91
6685,reading,berks,pennsylvania, pennsylvania usa,87
6686,,,, ,
6687,,,, ,
6688,weiser,washington,idaho, washington dc,93
6689,moro,lee,arkansas, mena arkansas,81
6690,north salem,hendricks,indiana, salem nh,89
6691,,,, ,
6692,iola,waupaca,wisconsin, wisconsin usa,83
6693,north palm springs,riverside,california, palm springs ca,88
6694,chillicothe,wapello,iowa, the fields of iowa,69
6695,cygnet,wood,ohio, se meeechigan / nw ohio,63
6696,,,, ,
6697,alfred station,allegany,new york, a red state thankfully,61
6698,yemassee,hampton,south carolina, south carolina usa,88
6699,sacramento,sacramento,california, dc metro area,64
6700,west liberty,ohio,west virginia, ohio usa,78
6701,plummers landing,fleming,kentucky, dunedin fl,73
6702,,,, ,
6703,,,, ,
6704,highland park,middlesex,new jersey, new jersey usa,85
6705,atlanta,cass,texas, atlanta ga,82
6706,wooldridge,cooper,missouri, worldwide,70
6707,big indian,ulster,new york, indiana usa,83
6708,,,, ,
6709,yemassee,hampton,south carolina, south carolina,100
6710,,,, ,
6711,,,, ,
6712,,,, ,
6713,,,, ,
6714,,,, ,
6715,wilder,overton,tennessee, tennessee usa,83
6716,sikes,winn,louisiana, louisiana usa,83
6717,bon secour,baldwin,alabama, seoul,83
6718,naugatuck,new haven,connecticut, new haven ct,92
6719,iola,waupaca,wisconsin, wisconsin usa,83
6720,mid florida,seminole,florida, florida usa,83
6721,,,, ,
6722,,,, ,
6723,,,, ,
6724,cardiff by the sea,san diego,california, se usa,86
6725,trementina,san miguel,new mexico, new mexico,100
6726,paynesville,mcdowell,west virginia, sykesville md,79
6727,,,, ,
6728,liberal,seward,kansas, liberal in red state,63
6729,oregon house,yuba,california, oregon usa,82
6730,wilder,overton,tennessee, tennessee usa,83
6731,seattle,king,washington, seattle wa,73
6732,dpo,nan, , down the yellow brick road ,56
6733,chanhassen,carver,minnesota, chanhassen,91
6734,erie,neosho,kansas, where the short squeeze is,56
6735,,,, ,
6736,kosrae,federated states of micro,micronesia, united states,71
6737,sand point,aleutians east,alaska, east coast,73
6738,big indian,ulster,new york, indiana usa,83
6739,,,, ,
6740,,,, ,
6741,warne,clay,north carolina, north carolina usa,88
6742,,,, ,
6743,,,, ,
6744,,,, ,
6745,cabool,texas,missouri, texas usa,80
6746,virginia,saint louis,minnesota, virginia usa,85
6747,lower peach tree,wilcox,alabama, peach tea factory ,68
6748,fpo,nan, , iphone: 0.0000000,44
6749,myrtle point,coos,oregon, poconos usa,67
6750,,,, ,
6751,palm coast,flagler,florida, palm coast fl,93
6752,tichnor,arkansas,arkansas, arkansas usa,85
6753,,,, ,
6754,tuckahoe,westchester,new york, tuckahoe ny,75
6755,natchitoches,natchitoches,louisiana, louisiana,100
6756,fort lauderdale,broward,florida, ft lauderdale florida,73
6757,skagway,skagway,alaska, usa,75
6758,saint francisville,lawrence,illinois, canton nc/asheville nc,61
6759,reading,berks,pennsylvania, pennsylvania usa,87
6760,briscoe,wheeler,texas, somewhere over the rainbow,62
6761,white pine,ontonagon,michigan, michigan,100
6762,peshastin,chelan,washington, saskatchewan,62
6763,,,, ,
6764,,,, ,
6765,,,, ,
6766,,,, ,
6767,,,, ,
6768,denali national park,denali,alaska, pa,100
6769,,,, ,
6770,san fidel,cibola,new mexico, idek,80
6771,,,, ,
6772,,,, ,
6773,petoskey,emmet,michigan, emmett michigan usa,86
6774,,,, ,
6775,magna,salt lake,utah, magna cum laude  ,61
6776,saint paul island,aleutians west,alaska, sindh pakistan,60
6777,brookston,lamar,texas, crookston mn,77
6778,,,, ,
6779,,,, ,
6780,,,, ,
6781,,,, ,
6782,westfall,malheur,oregon, oregon,100
6783,midwest,natrona,wyoming, midwest,88
6784,,,, ,
6785,,,, ,
6786,,,, ,
6787,,,, ,
6788,pohnpei,federated states of micro,micronesia, the united states of america,69
6789,seaside heights,ocean,new jersey, seaside heightsnj usa,77
6790,university park,will,illinois, 1708 university ave muncie in ,63
6791,williams,lawrence,indiana, lawrence ny,92
6792,,,, ,
6793,seattle,king,washington, seattle,88
6794,elk river,clearwater,idaho, clearwater fl,86
6795,north charleston,charleston,south carolina, north carolina at present,65
6796,cabool,texas,missouri, texas usa,80
6797,reading,berks,pennsylvania, pennsylvania usa,87
