SN,ID,NAME,FinalCounty,Location1,Location2,,,,,,
7208,275163927, SaraSherbaji , ????????, ????????,,,,,,,
7209,1064997090, SuperStarCam1 , , ,,,,,,,
7210,420498131, reese32309 , Alabama , Alabama ,,,,,,,
7211,377884141, tdbissell , USA, USA,,,,,,,
7212,860754242, opsion154 , , ,,,,,,,
7213,3941880252, Trudginon1 , I look angry because I am ;-), I look angry because I am ;-),,,,,,,
7214,4856467638, LongArcher_ , United States, United States,,,,,,,
7215,2749690893, WorldWebOne , InterWeb, InterWeb,,,,,,,
7216,28627861, rmaltempo , Washington DC, Washington, DC,,,,,,
7217,1206125623, BrandaT1 , , ,,,,,,,
7218,963327331, JochenML , USA , USA ,,,,,,,
7219,351226182, NathanASmith1 ,43.122804-77.621201,43.122804,-77.621201,,,,,,
7220,7.07641E+17, SharonUSA2 , Massachusetts, Massachusetts,,,,,,,
7221,7.18564E+17, Angel_Burdett , Florida USA, Florida, USA,,,,,,
7222,17600254, JamesSemaj1220 , NE GA , NE GA ,,,,,,,
7223,59867028, mikedstevens , , ,,,,,,,
7224,320917731, IcemanDaGenius , Willow Springs NC, Willow Springs, NC,,,,,,
7225,67595149, waynesnetworkin , CONSERVATARIANlatino blueNY:( , CONSERVATARIANlatino blueNY:( ,,,,,,,
7226,7.15412E+17, trump4_change , , ,,,,,,,
7227,22819351, Mwforhr , Florida, Florida,,,,,,,
7228,971679444, ssampa43 , , ,,,,,,,
7229,2151581764, AssiAntoine , , ,,,,,,,
7230,808582266, meactor1 , , ,,,,,,,
7231,403211452, wendyblessed629 , Pennsylvania, Pennsylvania,,,,,,,
7232,1317803390, Schmageggi , Denton TX, Denton, TX,,,,,,
7233,174046229, inkabinkabonk , Everywhere!, Everywhere!,,,,,,,
7234,226944217, tjalm , TIP OF AFRICA, TIP OF AFRICA,,,,,,,
7235,2735511486, JoeFreedomLove , , ,,,,,,,
7236,17092224, dsteffey , San Antonio TX, San Antonio, TX,,,,,,
7238,7.00887E+17, AmandaLourve , Oregon USA, Oregon, USA,,,,,,
7239,137954229, ozsportsdude , Sydney, Sydney,,,,,,,
7240,329144572, terrypcurtin123 , Arizona USA, Arizona, USA,,,,,,
7241,229670513, BritishBerner , England United Kingdom, England, United Kingdom,,,,,,
7242,6.97408E+17, auburn_mike , Gasden Alabama , Gasden Alabama ,,,,,,,
7243,229144006, chadbensonshow , Palm Springs California, Palm Springs California,,,,,,,
7244,403211452, wendyblessed629 , Pennsylvania, Pennsylvania,,,,,,,
7245,3178630752, pookstahr , the left, the left,,,,,,,
7246,4885744525, LisaSmi30580467 , , ,,,,,,,
7247,236569967, itsmesetfree , , ,,,,,,,
7248,1549066418, DinoFancellu , United Kingdom, United Kingdom,,,,,,,
7249,7.07965E+17, trumpcountry , United States, United States,,,,,,,
7250,27686745, Collette_AZ , Arizona, Arizona,,,,,,,
7251,1045211808, elliemcdearman , , ,,,,,,,
7252,3152222052, StandUpNOW4usa , , ,,,,,,,
7253,17109615, bravehart60 , , ,,,,,,,
7254,363905911, HENRYGREEN3 , , ,,,,,,,
7255,4856145406, JoxuaLuxor , , ,,,,,,,
7256,4760654648, RealDonaldFlop , , ,,,,,,,
7257,2863042990, KJeszka , , ,,,,,,,
7258,621419621, PMorris153 , New York & New Jersey & D.C. , New York & New Jersey & D.C. ,,,,,,,
7259,2320404222, McCluskyJoe , , ,,,,,,,
7261,241606892, SimonPallo , , ,,,,,,,
7262,279369938, JREspinoza15 , , ,,,,,,,
7263,621419621, PMorris153 , New York & New Jersey & D.C. , New York & New Jersey & D.C. ,,,,,,,
7264,1921932272, shepley_cheryl , , ,,,,,,,
7265,1969430822, Flnchel_ARMY_ , Glee World ?, Glee World ?,,,,,,,
7266,1969454358, SwagglKidrauhl , on Justin, on Justin,,,,,,,
7267,1970234474, Mlss_YungMula , flying HIGH, flying HIGH,,,,,,,
7268,24136307, EmilyDietrich , Redmond WA, Redmond WA,,,,,,,
7269,7.03405E+17, NormanDMuelle , , ,,,,,,,
7270,24786780, web61 , New Jersey, New Jersey,,,,,,,
7271,1969489086, dsh4epee_ , 253 ? ~, 253 ? ~,,,,,,,
7272,393190233, LeahR77 ,  AZ,  AZ,,,,,,,
7273,846458342, CertainlyCheryl , Florida, Florida,,,,,,,
7274,1970244115, KarlaJullette_ ,2014,2014,,,,,,,
7275,7.12397E+17, hazzel_j , Santa Monica CA, Santa Monica, CA,,,,,,
7276,415725818, LisaMiwa , , ,,,,,,,
7277,1969369105, SevenDw4rf_TH , thailand , thailand ,,,,,,,
7278,1970131848, SammyF0rrester , , ,,,,,,,
7279,1969516938, x_DancelsLife_x , Canada, Canada,,,,,,,
7280,1969633495, xChemmio , Death City , Death City ,,,,,,,
7281,14362840, TheConstructor , Münster NW Germany, Münster, NW, Germany,,,,,
7282,18842500, SoSofieFatale , Rhode Island USA, Rhode Island, USA,,,,,,
7283,43313525, hostgatorwork , Los Angeles CA, Los Angeles, CA,,,,,,
7284,1969266944, ranaaeld , , ,,,,,,,
7285,1969645939, OrlngaL_TiffL , , ,,,,,,,
7286,3934700009, 1984infoseeker , HAPPILY MARRIED WITH KIDS, HAPPILY MARRIED WITH KIDS,,,,,,,
7287,1971535436, heyyitskati , burlesontx, burleson,tx,,,,,,
7288,1350989725, maryjones1417 , , ,,,,,,,
7289,19174820, antday , PerthAustralia, Perth,Australia,,,,,,
7290,283014858, Rikkixn53 , , ,,,,,,,
7291,1970158512, _N9NAA_ , , ,,,,,,,
7292,1969733304, grandmahalr , 17/fl, 17/fl,,,,,,,
7293,351263372, MclarenStuart , , ,,,,,,,
7294,1969540789, __R4eah , , ,,,,,,,
7295,583122991, johnnyreb1864 , , ,,,,,,,
7296,2571168301, ntvnyr173 , , ,,,,,,,
7297,2328752058, Pissed_Pat , People's Republic of Obamastan, People's Republic of Obamastan,,,,,,,
7298,1969840064, LlfeOfASloth , , ,,,,,,,
7299,21906070, Kegan05 , Northwest USA, Northwest USA,,,,,,,
7300,557986437, Raven2012_SN , , ,,,,,,,
7301,262706905, mahjoub77 , California | Dubai | Libya, California | Dubai | Libya,,,,,,,
7302,1969706328, CreaclonDivina , God's Will!!, God's Will!!,,,,,,,
7303,1970247812, monlicaxox , , ,,,,,,,
7304,274122280, NoRetreatNoFear , United States, United States,,,,,,,
7305,2948381194, 59d7f4815cba4a6 , Memphis, Memphis,,,,,,,
7306,203344437, EnragedNY , NY, NY,,,,,,,
7307,7.15016E+17, Trumphanatic , United States, United States,,,,,,,
7308,135990201, VoteTrumpUSA , Washington state USA, Washington state USA,,,,,,,
7309,4705502727, SJB6991 , United Kingdom, United Kingdom,,,,,,,
7310,7.03405E+17, NormanDMuelle , , ,,,,,,,
7311,14377023, NormGregory , Seattle WA USA, Seattle WA USA,,,,,,,
7312,22623064, Sharis530 , Taste & See; The Lord is Good!, Taste & See; The Lord is Good!,,,,,,,
7313,58634778, kimjgoodwin , NH, NH,,,,,,,
7314,218041902, 47PatriotFI , USA, USA,,,,,,,
7315,4196754560, jess7719 , Seattle WA, Seattle, WA,,,,,,
7316,182606087, louis3288 , , ,,,,,,,
7317,900091915, cre8ivetype , Toronto Ontario, Toronto, Ontario,,,,,,
7318,591505507, michaelbeatty3 , Here in beautiful So Cal!, Here in beautiful So Cal!,,,,,,,
7319,17620538, de_Wastl , Münster Deutschland, Münster, Deutschland,,,,,,
7320,249504637, Manni_syd , , ,,,,,,,
7321,2703114008, sandiv11 , , ,,,,,,,
7322,1969533644, TheUWD4wgPack , Romarville USA, Romarville, USA,,,,,,
7323,7.21747E+17, WalkmanSally , , ,,,,,,,
7324,4499094387, pappas_73 , , ,,,,,,,
7325,421475865, kfreed2 , , ,,,,,,,
7326,4899236663, AlbertReichmann , Boston Soviet Weimerica., Boston Soviet, Weimerica.,,,,,,
7327,4401461061, SheritaLe0nard , Tampa FL, Tampa, FL,,,,,,
7328,297447292, CarriWeatherwax , worldwide, worldwide,,,,,,,
7329,4130503992, MartaEffing , The Cockles of Your Heart, The Cockles of Your Heart,,,,,,,
7330,2984517453, AtmaSinghKang , London , London ,,,,,,,
7331,536088233, gradewegs , Dortmund Nordstadt, Dortmund, Nordstadt,,,,,,
7332,1350989725, maryjones1417 , , ,,,,,,,
7333,3267262818, McLonergan , #NeverHillary, #NeverHillary,,,,,,,
7334,1895637186, JagbusAnne , , ,,,,,,,
7335,65755698, NowIKnoEvrythng , where it all happens, where it all happens,,,,,,,
7336,416690465, AztlanConnect , California, California,,,,,,,
7337,2330881664, AndrewsHarley , Midwest, Midwest,,,,,,,
7338,1265204137, MariOlsdatter , Portland OR (ory GUN), Portland, OR (ory GUN),,,,,,
7339,4876296974, LauraExley2 , Portland OR, Portland, OR,,,,,,
7340,86854235, WhoareyouBO , , ,,,,,,,
7341,100531988, ZubinF , United States, United States,,,,,,,
7342,3409782221, grndpam , , ,,,,,,,
7343,971673278, buoov1 , , ,,,,,,,
7344,327211717, KrispyCremeGirl , , ,,,,,,,
7345,110473166, JohnKasichNews , Ohio , Ohio ,,,,,,,
7346,102816998, dee2pink , Los Angeles CA, Los Angeles, CA,,,,,,
7347,1969549926, LylaLusclous , London, London,,,,,,,
7348,1130024364, Chicharita_9914 , Medford OR, Medford, OR,,,,,,
7349,20312809, gidget2114 , Texas, Texas,,,,,,,
7350,971699006, bcvsaz12 , , ,,,,,,,
7351,220251523, res0xhdb2 , California, California,,,,,,,
7352,220251523, res0xhdb2 , California, California,,,,,,,
7353,632933879, ssirkia , Stadi, Stadi,,,,,,,
7354,7.08628E+17, Btdfg7 , , ,,,,,,,
7355,7.04884E+17, pragmatastic , , ,,,,,,,
7356,3824278154, cw6ft2ntx , Great State of Texas, Great State of Texas,,,,,,,
7357,220251523, res0xhdb2 , California, California,,,,,,,
7358,12610772, remittancegirl , In+Exile, In+Exile,,,,,,,
7359,61868777, NerdyTraveler , , ,,,,,,,
7360,2396738862, connie_rodeconn , Sargent Texas, Sargent, Texas,,,,,,
7361,2454115968, SageAuthor , Northern California, Northern California,,,,,,,
7362,1969454773, riah_jo48 , , ,,,,,,,
7363,16235283, John_DesMarteau , Washington DC, Washington DC,,,,,,,
7364,1969235538, NaCasaDaMlley , La La Land , La La Land ,,,,,,,
7365,133138637, GidgetWA , Far From Home, Far From Home,,,,,,,
7366,437627309, ashvegas2448 , USA, USA,,,,,,,
7367,468738546, mrd_109 , Tulsa Jenks and Dallas, Tulsa, Jenks and Dallas,,,,,,
7368,18649147, kenlevi , cayce sc, cayce, sc,,,,,,
7369,3633375375, Jerry_Kersey , middle of nowhere, middle of nowhere,,,,,,,
7370,242619951, ad198741 , Toronto, Toronto,,,,,,,
7371,1969627429, ieon_not_best , where dreams are made of, where dreams are made of,,,,,,,
7372,2815497198, riverboy19 , Victoria falls zimbabwe la ca, Victoria falls zimbabwe la ca,,,,,,,
7373,3950837295, BarbaraChartie1 , , ,,,,,,,
7374,19849347, VicCampbell , , ,,,,,,,
7375,3950837295, BarbaraChartie1 , , ,,,,,,,
7376,7.05084E+17, MccurleyMaureen , , ,,,,,,,
7377,182606087, louis3288 , , ,,,,,,,
7378,350746547, JustCrum79 , Florida USA, Florida, USA,,,,,,
7379,1969282136, Slmply_Sports_ , 8/14/12, 8/14/12,,,,,,,
7380,1969991011, NevlllexGW , , ,,,,,,,
7381,2703114008, sandiv11 , , ,,,,,,,
7382,423547594, rjs1684 , Fort Worth TX, Fort Worth, TX,,,,,,
7383,369801757, awelch744 , Charlottesville VA, Charlottesville, VA,,,,,,
7384,854072342, casscj , Nashville Tennessee, Nashville, Tennessee,,,,,,
7385,28673900, hulabird1 , Chicago, Chicago,,,,,,,
7386,1969305853, munstertwlnjwat , , ,,,,,,,
7387,369801757, awelch744 , Charlottesville VA, Charlottesville, VA,,,,,,
7388,7.0523E+17, AcAgibbs369 , , ,,,,,,,
7389,35511081, TrexPushups , , ,,,,,,,
7390,4262438479, UAProgressives , , ,,,,,,,
7391,1969761624, Gieevengers , Anywhere but Ravenswood, Anywhere but Ravenswood,,,,,,,
7392,1970224440, Tamlka_Francois , Portsmouth New Hampshire, Portsmouth, New Hampshire,,,,,,
7393,308327933, rachaelmilla , AL, AL,,,,,,,
7394,936198384, MzCicy , Texas USA, Texas, USA,,,,,,
7395,971650873, autoob47 , , ,,,,,,,
7396,48952344, oasisupernova , Ohio, Ohio,,,,,,,
7397,148908323, Fieryreddragon , Warren MI, Warren MI,,,,,,,
7398,3443868502, nancyjones0049 , Maryland USA, Maryland, USA,,,,,,
7399,5880102, rabuliz , Montana USA, Montana, USA,,,,,,
7400,350335797, peterg52 , Rhode Island USA, Rhode Island, USA,,,,,,
7401,322243662, mitzihinkey , , ,,,,,,,
7402,2973744335, tishkee_33 , , ,,,,,,,
7403,256109052, juliesearching , , ,,,,,,,
7404,1011644822, frankflizack , Pennsylvania USA, Pennsylvania, USA,,,,,,
7405,1698044550, thekid_rich , PennState mont alto, PennState mont alto,,,,,,,
7406,1969598184, SCcountry_glrl , south carolina, south carolina,,,,,,,
7407,1969279512, ltsDrunkBaby , itsdrunkbaby@gmail.com, itsdrunkbaby@gmail.com,,,,,,,
7408,344811563, MrDewMaster , , ,,,,,,,
7409,4740277189, Free_CrusaderX , , ,,,,,,,
7410,24304843, TheStacksCat , Urbana IL, Urbana, IL,,,,,,
7411,38868552, the_amphibian , NJ, NJ,,,,,,,
7412,954124423, AmyMek , , ,,,,,,,
7413,1970001596, ktwadds7 , , ,,,,,,,
7414,752493806, MichaelDelauzon , , ,,,,,,,
7415,97087200, andreascavolini , Bologna Italy, Bologna, Italy,,,,,,
7416,23861870, Mirandalovesyou , Austin Texas, Austin, Texas,,,,,,
7417,1970153138, madlsonbitchhh , , ,,,,,,,
7418,124585743, Monica_Soul_Air , U*S*A *N.Y.C*Tri-State Area, U*S*A *N.Y.C*Tri-State Area,,,,,,,
7419,2859827501, JSpragens , , ,,,,,,,
7420,7.15016E+17, Trumphanatic , United States, United States,,,,,,,
7421,22387277, Arkie_in_CT , West Hartford CT, West Hartford, CT,,,,,,
7422,177719112, Ysastep , Sunny Florida, Sunny Florida,,,,,,,
7423,4884351973, CharlesJF81 , , ,,,,,,,
7424,34593884, dlcpacfe , NY&FL Litigation&Collaborative, NY&FL Litigation&Collaborative,,,,,,,
7425,1012186134, AZ_Truth , Arizona, Arizona,,,,,,,
7426,4237277387, WhiteJacketPink , , ,,,,,,,
7427,2589157446, BenBermea , South Padre Island TX, South Padre Island, TX,,,,,,
7428,31232752, jessicalorenzo , lincoln hiiipower heights CA, lincoln hiiipower heights, CA,,,,,,
7429,2396738862, connie_rodeconn , Sargent Texas, Sargent, Texas,,,,,,
7430,927071516, Defund_DC , Exceptional USA, Exceptional USA,,,,,,,
7431,2384079631, Madaza41 , , ,,,,,,,
7432,4729697233, trumpprophecy , United States, United States,,,,,,,
7433,573266974, artkc_ok , Oklahoma USA, Oklahoma, USA,,,,,,
7434,900775260, dianasullivan01 , , ,,,,,,,
7435,1327199418, Julian_KGrant , Old Hollywood Avenue, Old Hollywood Avenue,,,,,,,
7436,180542862, SaveAslave , USA, USA,,,,,,,
7437,1969423128, jave_504 , 242 NASSAU BAHAMAS, 242 NASSAU, BAHAMAS,,,,,,
7438,2539215060, SetagayaGirl , Tokyo, Tokyo,,,,,,,
7439,885689898, plowman_robert , Vacaville CA, Vacaville, CA,,,,,,
7440,790142156, alibaba5826 , Denver USA, Denver, USA,,,,,,
7441,22869375, LostDiva , Portland Oregon  USA, Portland, Oregon  USA,,,,,,
7442,4516076294, MickBlair54 , Frisco CO, Frisco, CO,,,,,,
7443,1969399328, Taylordavis6031 , , ,,,,,,,
7444,2696042526, katscags62 , , ,,,,,,,
7445,3195712757, susanlovechrist , , ,,,,,,,
7446,1970081016, Sam_Stressier , , ,,,,,,,
7447,4213183510, 1u4m4 , LandOfNoAccentNorthCarolinaUSA, LandOfNoAccentNorthCarolinaUSA,,,,,,,
7448,60841112, Only4RM , FL, FL,,,,,,,
7449,4725375253, NatBornCit , , ,,,,,,,
7450,7.07383E+17, AkClinch , Anchorage Alaska, Anchorage, Alaska,,,,,,
7451,388986101, AmericanSpringg , Romans 8:37-39 Psalm 118, Romans 8:37-39 Psalm 118,,,,,,,
7452,400400070, Allentownmike , USA, USA,,,,,,,
7453,12004852, GrooveSDC , #LakerGang #CowboysNation , #LakerGang #CowboysNation ,,,,,,,
7454,4847877405, elaine_wildes , , ,,,,,,,
7455,4422345331, alexhull91096 , Medford OR, Medford, OR,,,,,,
7457,1244123617, shayken13 , New Braunfels Texas, New Braunfels, Texas,,,,,,
7458,12004852, GrooveSDC , #LakerGang #CowboysNation , #LakerGang #CowboysNation ,,,,,,,
7459,7.18571E+17, ChildOf32050731 , , ,,,,,,,
7460,416950760, observationpt , Brisbane Australia, Brisbane, Australia,,,,,,
7461,312394656, KikeCard2 , DreamLand, DreamLand,,,,,,,
7462,1969453142, Youurioveeee , florida, florida,,,,,,,
7463,80626778, lizzydebbie , GA, GA,,,,,,,
7464,783846529, Billybeeswife , AZ, AZ,,,,,,,
7465,7.1305E+17, BrettRains1 , Leawood KS, Leawood, KS,,,,,,
7466,93566460, SaveOurCountry1 , U S A, U S A,,,,,,,
7467,4784089891, olivialambert04 , Georgia USA, Georgia, USA,,,,,,
7468,7.02322E+17, yant_micheal , Alabama, Alabama,,,,,,,
7469,298202063, CassieisAllred , Proverbs 31:30, Proverbs 31:30,,,,,,,
7470,1969978598, dbc4ts , Midlands | London, Midlands | London,,,,,,,
7471,2523556454, DianaChic1 , , ,,,,,,,
7472,7.01254E+17, laridor1 , , ,,,,,,,
7473,7.06736E+17, Single1DAD , , ,,,,,,,
7474,7.15724E+17, PinkPri25886286 , , ,,,,,,,
7475,3762850221, dianestep22 , Florida USA, Florida, USA,,,,,,
7476,3968744956, Juli4Trump , Texas USA, Texas, USA,,,,,,
7477,4776253104, DavidA7808 , Austin TX, Austin, TX,,,,,,
7478,15699553, Darchmare , Los Angeles CA, Los Angeles, CA,,,,,,
7479,2286014678, ggbootsrock , , ,,,,,,,
7480,128230509, jwardz , , ,,,,,,,
7481,2402545362, jjnormandin , , ,,,,,,,
7482,7.10331E+17, HotChicks4Trump , , ,,,,,,,
7483,32683787, Twittles5 , Las Vegas Nevada (HT Chicago), Las Vegas, Nevada (HT Chicago),,,,,,
7484,111432633, FreeportIL , Freeport IL. USA, Freeport IL. USA,,,,,,,
7485,63007815, CraazzyKarl , Howards Grove Wisconsin USA, Howards Grove, Wisconsin, USA,,,,,
7486,1969611926, ParkerBrown49 , Serving in Tulsa Oklahoma, Serving in Tulsa, Oklahoma,,,,,,
7487,3807124593, Jmrhem14 , , ,,,,,,,
7488,2402329212, NinaDontPlayMtG , icepuckchic.com, icepuckchic.com,,,,,,,
7489,70320954, budnikBruce , Los Angeles CA., Los Angeles, CA.,,,,,,
7490,133063757, hinslgretl , , ,,,,,,,
7491,32509625, Hardlanding , Alabama, Alabama,,,,,,,
7492,4883847269, DawnSwe12515208 , Virginia Beach VA, Virginia Beach, VA,,,,,,
7493,475158308, CameliaDitch , Cary NC , Cary NC ,,,,,,,
7494,81719383, Jim_Courtney01 , Palmdale CA, Palmdale, CA,,,,,,
7495,2731134614, charlotta615 , Georgia USA, Georgia, USA,,,,,,
7496,7.07659E+17, PhoebeMetis , , ,,,,,,,
7497,4872648885, peachesgirli23 , , ,,,,,,,
7498,4399318576, gusthehobocat , North Carolina USA, North Carolina, USA,,,,,,
7499,14984662, lorinda1434 , Arizona USA, Arizona, USA,,,,,,
7500,2715365275, hopdog777 , Nevada, Nevada,,,,,,,
7501,1969694706, Graclrobinson , non your buissness , non your buissness ,,,,,,,
7502,135990201, VoteTrumpUSA , Washington state USA, Washington state USA,,,,,,,
7503,2183323214, moreland_bonnie , INDIANA 4 TRUMP...!!!, INDIANA 4 TRUMP...!!!,,,,,,,
7504,2205198069, wood_brdwood68 , , ,,,,,,,
7505,4872648885, peachesgirli23 , , ,,,,,,,
7506,3307421911, StarSpangled500 , United States, United States,,,,,,,
7507,2984483826, KarrieGlover2 , Brighton CO, Brighton, CO,,,,,,
7508,4852064433, intgmatters , , ,,,,,,,
7509,3309509312, ScreamngEagle , in the Bunker, in the Bunker,,,,,,,
7510,864584708, TheLibertyEagle , Washington DC, Washington, DC,,,,,,
7511,32495636, myvoice2016 , London England, London, England,,,,,,
7512,4826912636, organic2016 , Orange County Ca. , Orange County Ca. ,,,,,,,
7513,398465196, gorodque , Saint Louis MO, Saint Louis, MO,,,,,,
7514,2703176558, JungblutRobert , San Diego CA, San Diego, CA,,,,,,
7515,864687984, aubrey111 , , ,,,,,,,
7516,2859827501, JSpragens , , ,,,,,,,
7517,125448135, NCHometownGirl , Carolina, Carolina,,,,,,,
7518,2427719012, larryk101969 , spanish fork Utah , spanish fork Utah ,,,,,,,
7519,929963226, dawngpsalm63 , Texas USA, Texas, USA,,,,,,
7520,2929072815, mgc_rrt , American for world peace, American for world peace,,,,,,,
7521,3529074436, johnnybaxter13 , , ,,,,,,,
7522,86378821, JJDJ1187 , Oak Hill WV, Oak Hill, WV,,,,,,
7523,1939110636, LRRMV , Southern California, Southern California,,,,,,,
7524,242527201, foomoto , Home, Home,,,,,,,
7525,1928290020, cherokeesher2 , VT/CT, VT/CT,,,,,,,
7526,42741327, ukloner , , ,,,,,,,
7527,590173575, fpatterson1050 , Heart of the Heartland , Heart of the Heartland ,,,,,,,
7528,58052610, rafat777 , NW, NW,,,,,,,
7529,2414927882, WDYL2016 , , ,,,,,,,
7530,4151281694, ShadSwee , Washington USA, Washington, USA,,,,,,
7531,3819351567, IngaKaybor , Pennsylvania USA, Pennsylvania, USA,,,,,,
7532,4175527737, nanajill211 , United States, United States,,,,,,,
7533,321090451, Jclark427 , Nampa ID, Nampa, ID,,,,,,
7534,454541319, Alexis04huerta , , ,,,,,,,
7535,50940086, BoiseMarineMom , , ,,,,,,,
7536,50940086, BoiseMarineMom , , ,,,,,,,
7537,308327933, rachaelmilla , AL, AL,,,,,,,
7538,2866365452, MileHiLady52 , Colorado, Colorado,,,,,,,
7539,101585197, kroyte , Brooklyn, Brooklyn,,,,,,,
7540,20834303, Michael_W_Rose , Deerfield Beach Florida, Deerfield Beach, Florida,,,,,,
7541,4238116152, nonyabiz29 , Omnipresent , Omnipresent ,,,,,,,
7542,4765464211, LukeMalloch , , ,,,,,,,
7543,87835772, mom2kidz63 , United States, United States,,,,,,,
7544,476811284, courtchauncey , , ,,,,,,,
7545,411745222, Laura_A_Diaz , http://goo.gl/h9kv8I, http://goo.gl/h9kv8I,,,,,,,
7546,996080839, Sal_Ferragamo , Live Love Laugh, Live, Love, Laugh,,,,,
7547,415175014, MiriamRoseMc , Northern Michigan, Northern Michigan,,,,,,,
7548,185252158, thalienwalker , , ,,,,,,,
7549,18112890, DC_Sonoma , Santa Rosa CA, Santa Rosa, CA,,,,,,
7550,200163987, healthandcents , AZ  TX www.MedExpertChile.com , AZ  TX www.MedExpertChile.com ,,,,,,,
7551,223719518, Redeemed1952 ,   ?COASTAL PLAINS NC??,   ?COASTAL PLAINS NC??,,,,,,,
7552,29118781, SandyKuti , ??Tampa Bay Florida??, ??Tampa Bay, Florida??,,,,,,
7553,1970267732, dezymoney77 , The ST. A, The ST. A,,,,,,,
7554,1969906668, sbsweethe4rts , Seattle WA , Seattle, WA ,,,,,,
7555,551501971, mrbee1952 , Lexington NC, Lexington, NC,,,,,,
7556,416950760, observationpt , Brisbane Australia, Brisbane, Australia,,,,,,
7557,1969284056, catiadyproblmz , , ,,,,,,,
7558,1965074286, Dleather25_ , Leatherwood AL, Leatherwood, AL,,,,,,
7559,2941351219, 6bird4 , , ,,,,,,,
7560,31196182, HeyMaliniK , West Coast USA, West Coast, USA,,,,,,
7561,845925109, DigitalBonanza , Gurgaon India, Gurgaon India,,,,,,,
7562,23282557, lululexie , Barrington IL, Barrington, IL,,,,,,
7563,7.08141E+17, mbk909460 , Nevada USA, Nevada, USA,,,,,,
7564,1141336530, RobertA87413263 , Merced CA, Merced, CA,,,,,,
7565,865242169, TheEricErbShow , Central Florida , Central Florida ,,,,,,,
7566,164420858, ParamoreFreakk , , ,,,,,,,
7567,97535855, Mizzy_Morpork , earth , earth ,,,,,,,
7568,401866057, engine_small , Dawson MN, Dawson, MN,,,,,,
7569,327041632, ascending2him , texas , texas ,,,,,,,
7570,2853543524, ImInviz , , ,,,,,,,
7571,28269032, blindcowboy , Kentucky, Kentucky,,,,,,,
7572,7.14232E+17, JaneHayes31527 , NE Tennessee USA, NE Tennessee, USA,,,,,,
7573,54935632, LaurieAnnBaker , , ,,,,,,,
7574,999274772, aviramof , , ,,,,,,,
7575,48877351, wetcasements , Daegu South Korea., Daegu, South Korea.,,,,,,
7576,567819819, NanaBubbie , , ,,,,,,,
7577,7.05587E+17, faga_emma , Washington USA, Washington, USA,,,,,,
7578,235337115, STRONG_OPED , , ,,,,,,,
7579,4765464211, LukeMalloch , , ,,,,,,,
7580,13719342, CBS6 , Richmond Virginia, Richmond, Virginia,,,,,,
7581,440268012, Kenwoods2Ken , , ,,,,,,,
7582,83652058, weblollipop1 , , ,,,,,,,
7583,20991011, ToneLocNV , , ,,,,,,,
7584,4720059672, candace_ave , , ,,,,,,,
7585,2491677565, mj32306 , United States, United States,,,,,,,
7586,135990201, VoteTrumpUSA , Washington state USA, Washington state USA,,,,,,,
7587,7.10551E+17, Billrollins6 , United States, United States,,,,,,,
7588,719655337, Nodonn3 , Brisbane, Brisbane,,,,,,,
7589,17099193, Okie08 , , ,,,,,,,
7590,17205449, catsim7 , NC  , NC  ,,,,,,,
7591,2606940668, BeingExample , Online, Online,,,,,,,
7592,2562585720, f77a9c24c7f9451 , , ,,,,,,,
7593,72242356, Cookiebruno , Arizona, Arizona,,,,,,,
7594,1639741434, galderisi8861 , Washington USA, Washington, USA,,,,,,
7595,393190233, LeahR77 ,  AZ,  AZ,,,,,,,
7596,584370853, PoQNDI , United States, United States,,,,,,,
7597,4587161594, Ana_Gocanes , Miramar FL, Miramar, FL,,,,,,
7598,7.16096E+17, USABubble , , ,,,,,,,
7599,478387478, CDobrila , Canada, Canada,,,,,,,
7600,133724581, Soamas , , ,,,,,,,
7601,3923969715, divenezia1947 , FLORIDA ISLANDS, FLORIDA ISLANDS,,,,,,,
7602,2941802980, NikoTheFarmer , New England, New England,,,,,,,
7603,2941629111, MiriamUSA82 , , ,,,,,,,
7604,7.12707E+17, Cinnamon305 , , ,,,,,,,
7605,2741941954, RichaSally , , ,,,,,,,
7606,1535596561, dcgilltx , , ,,,,,,,
7607,885733974, Stonewall_77 , , ,,,,,,,
7608,22631445, ChrisMillsCCN , Phoenix AZ, Phoenix, AZ,,,,,,
7609,2407411801, La700Robert , DFW, DFW,,,,,,,
7610,4198293257, moonshine6862 , , ,,,,,,,
7611,16047039, kinthenorthwest ,97882,97882,,,,,,,
7612,54773913, VetApologist , Terra Firma, Terra Firma,,,,,,,
7613,3508137873, LaContessa212 , Manhattan NY, Manhattan, NY,,,,,,
7614,568151409, TeriGRight , USA, USA,,,,,,,
7615,308185774, DraftRyan2016 , Lakewood NJ, Lakewood NJ,,,,,,,
7616,1546678166, SSNjl , St George Ut, St George Ut,,,,,,,
7617,601065065, ptrckstone , , ,,,,,,,
7618,4680117253, BolickCarl , Montana USA, Montana, USA,,,,,,
7619,21454471, 42bkdodgr , Las Vegas Nevada, Las Vegas, Nevada,,,,,,
7620,860691823, LOYALtoTRUMP , , ,,,,,,,
7621,21743685, MilitaryRosary , Chattanooga TN, Chattanooga TN,,,,,,,
7622,3092765073, Voronezh53 , Pennsylvania USA, Pennsylvania, USA,,,,,,
7623,14189931, blp3 , NC, NC,,,,,,,
7624,440268012, Kenwoods2Ken , , ,,,,,,,
